Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
1157	кто	кто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#352.962#353.216
1158	из	из	ADP	_	_	_	_	_	words-aal#@aal1975m#353.216#353.47
1159	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#353.47#353.724
1160	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#353.724#353.978
1161	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#353.978#354.232
1162	способен	способный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#354.232#354.486
1163	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#354.486#354.74
1164	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#354.74#354.994
1165	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#354.994#355.248
1166	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	words-aal#@aal1975m#355.248#355.502
1167	страшные	страшный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#355.502#355.756
1168	эгоисты	эгоист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#355.756#356.028
1169	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#356.056#356.301
1170	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#356.301#356.546
1171	важно	важный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#356.546#356.791
1172	вот	вот	PART	_	_	_	_	_	words-aal#@aal1975m#356.791#357.036
1173	типа	типа	PART	_	_	_	_	_	words-aal#@aal1975m#357.036#357.281
1174	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#357.281#357.526
1175	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#357.526#357.771
1176	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#357.771#358.016
1177	сделал	делать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#358.016#358.267
1178	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#358.324#358.586
1179	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#358.586#358.848
1180	неважно	неважный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#358.848#359.112
1181	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#359.197#359.49
1182	перешел	перейти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#359.49#359.783
1183	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#359.783#360.076
1184	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#360.076#360.369
1185	другой	другой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#360.369#360.662
1186	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#360.662#360.955
1187	метауровень	метауровень	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#360.955#361.248
1188	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#361.248#361.541
1189	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	words-aal#@aal1975m#361.541#361.834
1190	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#361.834#362.127
1191	кайфово	кайфовый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#362.127#362.42
1192	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#362.42#362.713
1193	вот	вот	PART	_	_	_	_	_	words-aal#@aal1975m#362.713#363.006
1194	именно	именно	PART	_	_	_	_	_	words-aal#@aal1975m#363.006#363.299
1195	с	с	ADP	_	_	_	_	_	words-aal#@aal1975m#363.299#363.592
1196	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#363.592#363.885
1197	большого	большой	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#363.885#364.178
1198	механизма	механизм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#364.178#364.471
1199	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#364.471#364.764
1200	делаю	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#364.764#365.057
1201	большие	большой	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#365.057#365.35
1202	задачи	задача	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#365.35#365.643
1203	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#365.643#365.936
1204	иначе	иначе	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#365.936#366.229
1205	никак	никак	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#366.229#366.522
1206	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#366.522#366.815
1207	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#366.815#367.126
1208	знак	знак	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#374.272#375.726
1209	рубля	рубль	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#375.726#377.181
